train_period,test_period,CAGR,Sharpe,MaxDD
2018-2020,2021-2022,45.33883575246391,7.178089224151772,-0.23914924413888716
2019-2021,2022-2023,8.077450483955438,7.221174675575606,-0.17027883435544966
2020-2022,2023-2024,23.059704132430433,10.45871172664128,-0.07647835369160405
2021-2023,2024-2025,76.20453250583958,7.490962279573576,-0.3703802639763034
2022-2024,2025-2026,138.2949102261258,9.205988705877859,-0.31720937774670344
