Date,Ticker,Name,Open,High,Low,Close,Volume,Return_1,Return_3,MA3,MA5,MA10,MA3_ratio,MA5_ratio,MA10_ratio,Volatility,Volume_change,Volume_ma5,Volume_ratio,HL_range,Market_Return_1,Rel_Return_1,Market_Vol,Vol_Ratio,Trend_5,Trend_10,Trend_5_z,Trend_10_z,Volatility_z,Volume_ratio_z,Market_Return_z,RSI,limit_up_raw,limit_up_flag,FutureReturn,Target,Pred,PredRank,predict_date,target_date
2026-03-19,4716.T,日本オラクル,9399.0,9427.0,9206.0,9206.0,373800.0,-0.019386450788240306,-0.041441066222407286,9310.0,9371.8,9414.2,0.9888292158968851,0.9823086280116947,0.9778844723927683,0.01796331500466004,0.5575000000000001,319300.0,1.1706858753523333,0.02400608298935477,-0.02383438240625082,0.004447931618010513,0.024320246247987194,0.7386156407660177,0,0,-0.5251812841505706,-0.06173581901752838,-1.1858844553678713,0.5541431776571736,0.0,34.91561181408818,0,0.0,-0.0616988920269389,0,0.5533040718684369,1,2026-03-19,2026-03-26
