Date,Open,High,Low,Close,Volume,Ticker,Name,Industry,MarketCategory,SharesOutstanding,MarketCap,AvgTradingValue20,VolRatio,OBVGrowth,HighRatio,StayRate,ATRRatio,Absorption,VolRatio_Z,OBVGrowth_Z,HighRatio_Z,StayRate_Z,Absorption_Z,ATR_Z,AccumulationScore,IndustryRankPct
2026-06-01,2148.0,2212.0,2146.0,2186.0,724600.0,4812.T,電通総研,情報・通信業,TOPIX Small 1,195178725.0,426660692850.0,870084800.0,0.8842089232392566,0.08900287763645065,0.7590277777777777,0.6666666666666666,0.8765646720926897,,-0.6617334232557346,0.028149992791522183,-0.18948265340637627,1.1340900779061236,0.0,0.9254068014679823,0.020091463461989284,0.6136363636363636
2026-06-01,3025.0,3070.0,2860.0,2885.0,59500.0,5885.T,ジーデップ・アドバンス,卸売業,-,5452292.0,15729862420.0,140505688.64990234,0.7914532333380502,-0.014718494061146559,0.7953096939175877,0.6833333333333333,0.9769369905953528,,-0.8436251765571081,0.02769885936191976,0.035465724083124636,1.2153279469743563,0.0,0.6895434650061973,0.019887930814291147,0.4716981132075472
2026-06-01,3980.0,4000.0,3870.0,3895.0,142700.0,4521.T,科研製薬,医薬品,TOPIX Small 1,37868315.0,147497086925.0,552655475.0,0.9814455427586832,-0.24176874896070066,0.8962762858529132,0.43333333333333335,1.2780006286077306,,-0.47105467105923954,0.02671131013741106,0.6614599783274652,-0.0032400890491318048,0.0,-0.017921254432743144,0.019824079356029003,0.6666666666666666
2026-06-01,1579.0,1602.0,1554.0,1590.0,160300.0,6741.T,日本信号,電気機器,TOPIX Small 2,62370947.0,99169805730.0,283190945.0,0.926141984482231,-0.09019443704577457,0.8887646730016769,0.48333333333333334,1.2889843623729929,,-0.5795036642091224,0.02737057869561306,0.6148878756660832,0.24047351815556575,0.0,-0.043731758078865396,0.018828743574230915,0.25
2026-06-01,1690.0,1696.0,1667.5,1686.5,1924000.0,5938.T,ＬＩＸＩＬ,金属製品,TOPIX Mid400,287569357.0,484985720580.5,3576678722.5,1.0682310075056591,-1.0698560897382077,0.891511838862287,0.35,1.0833949665601756,,-0.30087039060469156,0.02310956561802227,0.6319203416653286,-0.40942943439029467,0.0,0.4393795375547712,0.017498423805592765,0.5
2026-06-01,4580.0,4625.0,4470.0,4515.0,117300.0,1815.T,鉄建建設,建設業,TOPIX Small 2,13930927.0,62898135405.0,496562700.0,0.9785278005163404,0.0867890390171302,0.8020657530787852,0.5666666666666667,1.1246331944029424,,-0.47677629582108955,0.02814036375757697,0.07735338350767561,0.6466628634967284,0.0,0.3424744729526401,0.017434846857798236,0.5846153846153846
2026-06-01,799.0,800.0,773.0,775.0,587600.0,7198.T,ＳＢＩアルヒ,その他金融業,TOPIX Small 2,44452310.0,34450540250.0,156634705.0,1.2315395047896776,0.27091943825330533,0.8351669204622978,0.31666666666666665,0.9765672986196829,,0.01937377912377231,0.0289412341774521,0.28258107510027697,-0.5719051725267598,0.0,0.6904121983795558,0.01732980238532532,0.2777777777777778
2026-06-01,1712.0,1712.0,1616.0,1678.0,60700.0,3691.T,デジタルプラス,情報・通信業,-,4359305.0,7314913790.0,143749595.0,1.5782622065807905,0.021119298752588778,0.6793522267206478,0.43333333333333335,1.5053041980233928,,0.699288943415538,0.02785473491694596,-0.6834721623071368,-0.0032400890491318048,0.0,-0.5520583459320153,0.017002556467723102,0.6079545454545454
2026-06-01,575.0,575.0,541.0,561.0,352100.0,6262.T,ＰＥＧＡＳＵＳ,機械,TOPIX Small 2,23941524.0,13431194964.0,153996690.0,1.963986876956417,-0.33118417958840196,0.5430784123910939,0.48333333333333334,1.989571970698674,,1.4556860621361716,0.026322400029318196,-1.5283716794553854,0.24047351815556575,0.0,-1.6900315870411025,0.01639722802157509,0.41346153846153844
2026-06-01,2508.0,2564.0,2487.0,2509.0,134700.0,5121.T,藤倉コンポジット,ゴム製品,TOPIX Small 2,18818462.0,47215521158.0,296064635.0,0.8095976114232317,0.033452192181073315,0.922250161296182,0.4666666666666667,1.0773416051437112,,-0.8080444726025384,0.027908376518654958,0.8224983621758524,0.15923564908733323,0.0,0.45360423657334026,0.016031207605966633,0.5
